,coder_id,coder,jobset,unit_id,unit_status,variable,value,seconds,field
1599,2608,floris_v@annotator.com,All,3290701_3287521,DONE,confidence_2,++,2.672,
1600,2608,floris_v@annotator.com,All,3288493_3285647,DONE,topic_match,No,3.508,
1601,2608,floris_v@annotator.com,All,3288493_3285647,DONE,confidence_1,++,0.898,
1602,2608,floris_v@annotator.com,All,3288493_3285647,DONE,event_match,No,3.668,
1603,2608,floris_v@annotator.com,All,3288493_3285647,DONE,confidence_2,++,0.845,
1604,2608,floris_v@annotator.com,All,3287479_3290608,DONE,topic_match,Yes,3.931,
1605,2608,floris_v@annotator.com,All,3287479_3290608,DONE,confidence_1,++,0.908,
1606,2608,floris_v@annotator.com,All,3287479_3290608,DONE,event_match,No,0.892,
1607,2608,floris_v@annotator.com,All,3287479_3290608,DONE,confidence_2,++,0.855,
1608,2608,floris_v@annotator.com,All,3285386_3287398,DONE,topic_match,No,1.182,
1609,2608,floris_v@annotator.com,All,3285386_3287398,DONE,confidence_1,++,1.063,
1610,2608,floris_v@annotator.com,All,3285386_3287398,DONE,event_match,No,0.979,
1611,2608,floris_v@annotator.com,All,3285386_3287398,DONE,confidence_2,++,0.986,
1612,2608,floris_v@annotator.com,All,3286175_3286168,DONE,topic_match,Yes,5.985,
1613,2608,floris_v@annotator.com,All,3286175_3286168,DONE,confidence_1,++,1.494,
1614,2608,floris_v@annotator.com,All,3286175_3286168,DONE,event_match,No,1.115,
1615,2608,floris_v@annotator.com,All,3286175_3286168,DONE,confidence_2,++,0.934,
1616,2608,floris_v@annotator.com,All,3287527_3285316,DONE,topic_match,Yes,6.038,
1617,2608,floris_v@annotator.com,All,3287527_3285316,DONE,confidence_1,++,1.14,
1618,2608,floris_v@annotator.com,All,3287527_3285316,DONE,event_match,No,1.079,
1619,2608,floris_v@annotator.com,All,3287527_3285316,DONE,confidence_2,++,0.87,
1620,2608,floris_v@annotator.com,All,3285230_6290523,DONE,topic_match,Yes,1.445,
1621,2608,floris_v@annotator.com,All,3285230_6290523,DONE,confidence_1,++,1.091,
1622,2608,floris_v@annotator.com,All,3285230_6290523,DONE,event_match,No,2.002,
1623,2608,floris_v@annotator.com,All,3285230_6290523,DONE,confidence_2,++,0.919,
1624,2608,floris_v@annotator.com,All,3290622_6290581,DONE,topic_match,Yes,2.034,
1625,2608,floris_v@annotator.com,All,3290622_6290581,DONE,confidence_1,++,1.215,
1626,2608,floris_v@annotator.com,All,3290622_6290581,DONE,event_match,No,1.636,
1627,2608,floris_v@annotator.com,All,3290622_6290581,DONE,confidence_2,++,1.03,
1628,2608,floris_v@annotator.com,All,3287527_3285627,DONE,topic_match,Yes,7.224,
1629,2608,floris_v@annotator.com,All,3287527_3285627,DONE,confidence_1,++,1.907,
1630,2608,floris_v@annotator.com,All,3287527_3285627,DONE,confidence_2,++,1.677,
1631,2608,floris_v@annotator.com,All,3287527_3285627,DONE,event_match,Yes,1.861,
1632,2608,floris_v@annotator.com,All,3287521_6290506,DONE,topic_match,Yes,2.683,
1633,2608,floris_v@annotator.com,All,3287521_6290506,DONE,confidence_1,++,1.114,
1634,2608,floris_v@annotator.com,All,3287521_6290506,DONE,event_match,No,0.689,
1635,2608,floris_v@annotator.com,All,3287521_6290506,DONE,confidence_2,++,0.694,
1636,2608,floris_v@annotator.com,All,3287529_3285661,DONE,topic_match,No,0.988,
1637,2608,floris_v@annotator.com,All,3287529_3285661,DONE,confidence_1,++,1.079,
1638,2608,floris_v@annotator.com,All,3287529_3285661,DONE,event_match,No,0.756,
1639,2608,floris_v@annotator.com,All,3287529_3285661,DONE,confidence_2,++,0.807,
1640,2608,floris_v@annotator.com,All,3286378_3285370,DONE,topic_match,No,1.927,
1641,2608,floris_v@annotator.com,All,3286378_3285370,DONE,confidence_1,++,1.039,
1642,2608,floris_v@annotator.com,All,3286378_3285370,DONE,event_match,No,0.693,
1643,2608,floris_v@annotator.com,All,3286378_3285370,DONE,confidence_2,++,0.739,
1644,2608,floris_v@annotator.com,All,3287500_3285322,DONE,topic_match,Yes,1.45,
1645,2608,floris_v@annotator.com,All,3287500_3285322,DONE,confidence_1,++,1.197,
1646,2608,floris_v@annotator.com,All,3287500_3285322,DONE,event_match,No,0.751,
1647,2608,floris_v@annotator.com,All,3287500_3285322,DONE,confidence_2,++,0.716,
1648,2608,floris_v@annotator.com,All,3287580_3285627,DONE,topic_match,Yes,5.678,
1649,2608,floris_v@annotator.com,All,3287580_3285627,DONE,confidence_1,++,0.941,
1650,2608,floris_v@annotator.com,All,3287580_3285627,DONE,event_match,No,0.956,
1651,2608,floris_v@annotator.com,All,3287580_3285627,DONE,confidence_2,++,0.876,
1652,2608,floris_v@annotator.com,All,3288493_3287500,DONE,topic_match,Yes,5.467,
1653,2608,floris_v@annotator.com,All,3288493_3287500,DONE,confidence_1,++,0.891,
1654,2608,floris_v@annotator.com,All,3288493_3287500,DONE,event_match,No,0.785,
1655,2608,floris_v@annotator.com,All,3288493_3287500,DONE,confidence_2,++,0.746,
1656,2608,floris_v@annotator.com,All,3287480_3285230,DONE,topic_match,Yes,4.18,
1657,2608,floris_v@annotator.com,All,3287480_3285230,DONE,confidence_1,++,0.991,
1658,2608,floris_v@annotator.com,All,3287480_3285230,DONE,event_match,No,1.138,
1659,2608,floris_v@annotator.com,All,3287480_3285230,DONE,confidence_2,++,0.826,
1660,2608,floris_v@annotator.com,All,3290688_3290605,DONE,topic_match,Yes,1.923,
1661,2608,floris_v@annotator.com,All,3290688_3290605,DONE,confidence_1,++,0.999,
1662,2608,floris_v@annotator.com,All,3290688_3290605,DONE,event_match,No,0.837,
1663,2608,floris_v@annotator.com,All,3290688_3290605,DONE,confidence_2,++,0.844,
1664,2608,floris_v@annotator.com,All,3290606_3287398,DONE,topic_match,Yes,201.025,
1665,2608,floris_v@annotator.com,All,3290606_3287398,DONE,confidence_1,++,4.057,
1666,2608,floris_v@annotator.com,All,3290606_3287398,DONE,event_match,No,1.947,
1667,2608,floris_v@annotator.com,All,3290606_3287398,DONE,confidence_2,++,4.243,
1668,2608,floris_v@annotator.com,All,3287535_3290622,DONE,topic_match,Yes,3.201,
1669,2608,floris_v@annotator.com,All,3287535_3290622,DONE,confidence_1,++,0.942,
1670,2608,floris_v@annotator.com,All,3287535_3290622,DONE,event_match,No,1.214,
1671,2608,floris_v@annotator.com,All,3287535_3290622,DONE,confidence_2,++,0.765,
1672,2608,floris_v@annotator.com,All,3287473_3285370,DONE,topic_match,Yes,1.606,
1673,2608,floris_v@annotator.com,All,3287473_3285370,DONE,confidence_1,++,2.082,
1674,2608,floris_v@annotator.com,All,3287473_3285370,DONE,event_match,No,0.799,
1675,2608,floris_v@annotator.com,All,3287473_3285370,DONE,confidence_2,++,0.748,
1676,2608,floris_v@annotator.com,All,3290705_3285233,DONE,topic_match,Yes,1.571,
1677,2608,floris_v@annotator.com,All,3290705_3285233,DONE,confidence_1,++,0.915,
1678,2608,floris_v@annotator.com,All,3290705_3285233,DONE,event_match,No,1.089,
1679,2608,floris_v@annotator.com,All,3290705_3285233,DONE,confidence_2,++,1.358,
1680,2608,floris_v@annotator.com,All,3287577_3290705,DONE,topic_match,Yes,4.477,
1681,2608,floris_v@annotator.com,All,3287577_3290705,DONE,confidence_1,++,2.591,
1682,2608,floris_v@annotator.com,All,3287577_3290705,DONE,event_match,No,0.962,
1683,2608,floris_v@annotator.com,All,3287577_3290705,DONE,confidence_2,++,0.946,
1684,2608,floris_v@annotator.com,All,3290567_3290596,DONE,topic_match,Yes,1.392,
1685,2608,floris_v@annotator.com,All,3290567_3290596,DONE,confidence_1,++,1.913,
1686,2608,floris_v@annotator.com,All,3290567_3290596,DONE,event_match,No,0.901,
1687,2608,floris_v@annotator.com,All,3290567_3290596,DONE,confidence_2,++,0.88,
1688,2608,floris_v@annotator.com,All,3286178_6290555,DONE,topic_match,Yes,1.079,
1689,2608,floris_v@annotator.com,All,3286178_6290555,DONE,confidence_1,++,1.398,
1690,2608,floris_v@annotator.com,All,3286178_6290555,DONE,event_match,No,2.279,
1691,2608,floris_v@annotator.com,All,3286178_6290555,DONE,confidence_2,++,0.987,
1692,2608,floris_v@annotator.com,All,3287475_3290643,DONE,topic_match,Yes,1.466,
1693,2608,floris_v@annotator.com,All,3287475_3290643,DONE,confidence_1,++,1.065,
1694,2608,floris_v@annotator.com,All,3287475_3290643,DONE,event_match,No,0.716,
1695,2608,floris_v@annotator.com,All,3287475_3290643,DONE,confidence_2,++,0.732,
1696,2608,floris_v@annotator.com,All,3287512_3287477,DONE,topic_match,Yes,1.167,
1697,2608,floris_v@annotator.com,All,3287512_3287477,DONE,confidence_1,++,1.232,
1698,2608,floris_v@annotator.com,All,3287512_3287477,DONE,event_match,No,0.901,
1699,2608,floris_v@annotator.com,All,3287512_3287477,DONE,confidence_2,++,0.713,
1700,2608,floris_v@annotator.com,All,3290580_3290622,DONE,topic_match,Yes,1.963,
1701,2608,floris_v@annotator.com,All,3290580_3290622,DONE,confidence_1,++,1.067,
1702,2608,floris_v@annotator.com,All,3290580_3290622,DONE,event_match,No,0.97,
1703,2608,floris_v@annotator.com,All,3290580_3290622,DONE,confidence_2,++,1.377,
1704,2608,floris_v@annotator.com,All,3285661_3285375,DONE,topic_match,Yes,2.136,
1705,2608,floris_v@annotator.com,All,3285661_3285375,DONE,confidence_1,++,1.175,
1706,2608,floris_v@annotator.com,All,3285661_3285375,DONE,event_match,No,1.521,
1707,2608,floris_v@annotator.com,All,3285661_3285375,DONE,confidence_2,++,1.111,
1708,2608,floris_v@annotator.com,All,3287547_3287399,DONE,topic_match,No,1.344,
1709,2608,floris_v@annotator.com,All,3287547_3287399,DONE,confidence_1,++,0.858,
1710,2608,floris_v@annotator.com,All,3287547_3287399,DONE,event_match,No,0.9,
1711,2608,floris_v@annotator.com,All,3287547_3287399,DONE,confidence_2,++,0.698,
1712,2608,floris_v@annotator.com,All,3285322_3286175,DONE,topic_match,Yes,2.802,
1713,2608,floris_v@annotator.com,All,3285322_3286175,DONE,confidence_1,++,1.357,
1714,2608,floris_v@annotator.com,All,3285322_3286175,DONE,event_match,No,1.393,
1715,2608,floris_v@annotator.com,All,3285322_3286175,DONE,confidence_2,++,1.022,
1716,2608,floris_v@annotator.com,All,3290705_3285627,DONE,confidence_1,++,2.565,
1717,2608,floris_v@annotator.com,All,3290705_3285627,DONE,topic_match,Yes,5.301,
1718,2608,floris_v@annotator.com,All,3290705_3285627,DONE,event_match,Yes,1.199,
1719,2608,floris_v@annotator.com,All,3290705_3285627,DONE,confidence_2,++,1.082,
1720,2608,floris_v@annotator.com,All,3286377_3290640,DONE,topic_match,No,1.026,
1721,2608,floris_v@annotator.com,All,3286377_3290640,DONE,confidence_1,++,1.864,
1722,2608,floris_v@annotator.com,All,3286377_3290640,DONE,event_match,No,0.83,
1723,2608,floris_v@annotator.com,All,3286377_3290640,DONE,confidence_2,++,1.034,
1724,2608,floris_v@annotator.com,All,3286377_3286379,DONE,topic_match,No,0.992,
1725,2608,floris_v@annotator.com,All,3286377_3286379,DONE,confidence_1,++,0.845,
1726,2608,floris_v@annotator.com,All,3286377_3286379,DONE,event_match,No,0.777,
1727,2608,floris_v@annotator.com,All,3286377_3286379,DONE,confidence_2,++,0.703,
1728,2608,floris_v@annotator.com,All,3285233_3285633,DONE,topic_match,Yes,1.986,
1729,2608,floris_v@annotator.com,All,3285233_3285633,DONE,confidence_1,++,0.966,
1730,2608,floris_v@annotator.com,All,3285233_3285633,DONE,event_match,No,0.969,
1731,2608,floris_v@annotator.com,All,3285233_3285633,DONE,confidence_2,++,0.712,
1732,2608,floris_v@annotator.com,All,3287521_3285634,DONE,topic_match,Yes,4.233,
1733,2608,floris_v@annotator.com,All,3287521_3285634,DONE,confidence_1,++,1.623,
1734,2608,floris_v@annotator.com,All,3287521_3285634,DONE,event_match,No,0.697,
1735,2608,floris_v@annotator.com,All,3287521_3285634,DONE,confidence_2,++,0.701,
1736,2608,floris_v@annotator.com,All,3290705_3285322,DONE,topic_match,Yes,1.507,
1737,2608,floris_v@annotator.com,All,3290705_3285322,DONE,confidence_1,++,1.013,
1738,2608,floris_v@annotator.com,All,3290705_3285322,DONE,event_match,Yes,1.018,
1739,2608,floris_v@annotator.com,All,3290705_3285322,DONE,confidence_2,++,0.948,
1740,2608,floris_v@annotator.com,All,3290688_3290586,DONE,topic_match,Yes,1.32,
1741,2608,floris_v@annotator.com,All,3290688_3290586,DONE,confidence_1,++,0.898,
1742,2608,floris_v@annotator.com,All,3290688_3290586,DONE,event_match,Yes,0.816,
1743,2608,floris_v@annotator.com,All,3290688_3290586,DONE,confidence_2,++,0.832,
1744,2608,floris_v@annotator.com,All,3290679_3286178,DONE,topic_match,Yes,1.591,
1745,2608,floris_v@annotator.com,All,3290679_3286178,DONE,confidence_1,++,0.986,
1746,2608,floris_v@annotator.com,All,3290679_3286178,DONE,event_match,No,0.774,
1747,2608,floris_v@annotator.com,All,3290679_3286178,DONE,confidence_2,++,0.938,
1748,2608,floris_v@annotator.com,All,3290701_6290574,DONE,topic_match,No,1.077,
1749,2608,floris_v@annotator.com,All,3290701_6290574,DONE,confidence_1,++,1.052,
1750,2608,floris_v@annotator.com,All,3290701_6290574,DONE,event_match,No,0.809,
1751,2608,floris_v@annotator.com,All,3290701_6290574,DONE,confidence_2,++,0.856,
1752,2608,floris_v@annotator.com,All,3287527_3287448,DONE,topic_match,Yes,5.286,
1753,2608,floris_v@annotator.com,All,3287527_3287448,DONE,confidence_1,++,1.242,
1754,2608,floris_v@annotator.com,All,3287527_3287448,DONE,event_match,No,0.89,
1755,2608,floris_v@annotator.com,All,3287527_3287448,DONE,confidence_2,++,0.957,
1756,2608,floris_v@annotator.com,All,3285326_3285636,DONE,topic_match,Yes,4.671,
1757,2608,floris_v@annotator.com,All,3285326_3285636,DONE,confidence_1,++,1.29,
1758,2608,floris_v@annotator.com,All,3285326_3285636,DONE,event_match,No,0.972,
1759,2608,floris_v@annotator.com,All,3285326_3285636,DONE,confidence_2,++,2.893,
1760,2608,floris_v@annotator.com,All,3287577_6290568,DONE,topic_match,Yes,5.624,
1761,2608,floris_v@annotator.com,All,3287577_6290568,DONE,confidence_1,++,2.694,
1762,2608,floris_v@annotator.com,All,3287577_6290568,DONE,event_match,No,0.866,
1763,2608,floris_v@annotator.com,All,3287577_6290568,DONE,confidence_2,++,0.979,
1764,2608,floris_v@annotator.com,All,3287578_3285661,DONE,topic_match,Yes,1.559,
1765,2608,floris_v@annotator.com,All,3287578_3285661,DONE,confidence_1,++,1.029,
1766,2608,floris_v@annotator.com,All,3287578_3285661,DONE,event_match,No,0.921,
1767,2608,floris_v@annotator.com,All,3287578_3285661,DONE,confidence_2,++,0.709,
1768,2608,floris_v@annotator.com,All,3290596_3290640,DONE,topic_match,No,1.773,
1769,2608,floris_v@annotator.com,All,3290596_3290640,DONE,confidence_1,++,1.045,
1770,2608,floris_v@annotator.com,All,3290596_3290640,DONE,event_match,No,0.794,
1771,2608,floris_v@annotator.com,All,3290596_3290640,DONE,confidence_2,++,0.752,
1772,2608,floris_v@annotator.com,All,3285316_3285240,DONE,topic_match,No,3.306,
1773,2608,floris_v@annotator.com,All,3285316_3285240,DONE,confidence_1,++,0.91,
1774,2608,floris_v@annotator.com,All,3285316_3285240,DONE,event_match,No,0.881,
1775,2608,floris_v@annotator.com,All,3285316_3285240,DONE,confidence_2,++,0.752,
1776,2608,floris_v@annotator.com,All,3288497_3285386,DONE,topic_match,No,2.188,
1777,2608,floris_v@annotator.com,All,3288497_3285386,DONE,confidence_1,++,1.373,
1778,2608,floris_v@annotator.com,All,3288497_3285386,DONE,event_match,No,0.708,
1779,2608,floris_v@annotator.com,All,3288497_3285386,DONE,confidence_2,++,0.854,
1780,2608,floris_v@annotator.com,All,3287535_3287479,DONE,topic_match,Yes,2.082,
1781,2608,floris_v@annotator.com,All,3287535_3287479,DONE,confidence_1,++,1.115,
1782,2608,floris_v@annotator.com,All,3287535_3287479,DONE,event_match,No,0.734,
1783,2608,floris_v@annotator.com,All,3287535_3287479,DONE,confidence_2,++,1.45,
1784,2608,floris_v@annotator.com,All,3287578_3286174,DONE,topic_match,Yes,1.157,
1785,2608,floris_v@annotator.com,All,3287578_3286174,DONE,confidence_1,++,0.899,
1786,2608,floris_v@annotator.com,All,3287578_3286174,DONE,event_match,No,1.149,
1787,2608,floris_v@annotator.com,All,3287578_3286174,DONE,confidence_2,++,0.8,
1788,2608,floris_v@annotator.com,All,3286174_3285615,DONE,topic_match,Yes,4.204,
1789,2608,floris_v@annotator.com,All,3286174_3285615,DONE,confidence_1,++,0.9,
1790,2608,floris_v@annotator.com,All,3286174_3285615,DONE,event_match,No,1.145,
1791,2608,floris_v@annotator.com,All,3286174_3285615,DONE,confidence_2,++,1.449,
1792,2608,floris_v@annotator.com,All,3290688_3285386,DONE,topic_match,No,3.299,
1793,2608,floris_v@annotator.com,All,3290688_3285386,DONE,confidence_1,++,1.05,
1794,2608,floris_v@annotator.com,All,3290688_3285386,DONE,event_match,No,0.716,
1795,2608,floris_v@annotator.com,All,3290688_3285386,DONE,confidence_2,++,0.932,
1796,2608,floris_v@annotator.com,All,3287577_3285323,DONE,topic_match,Yes,3.469,
1797,2608,floris_v@annotator.com,All,3287577_3285323,DONE,confidence_1,++,0.94,
1798,2608,floris_v@annotator.com,All,3287577_3285323,DONE,event_match,No,0.733,
1799,2608,floris_v@annotator.com,All,3287577_3285323,DONE,confidence_2,++,0.898,
1800,2608,floris_v@annotator.com,All,3287473_3285627,DONE,topic_match,Yes,2.557,
1801,2608,floris_v@annotator.com,All,3287473_3285627,DONE,confidence_1,++,2.075,
1802,2608,floris_v@annotator.com,All,3287473_3285627,DONE,event_match,No,0.978,
1803,2608,floris_v@annotator.com,All,3287473_3285627,DONE,confidence_2,++,0.703,
1804,2608,floris_v@annotator.com,All,3290621_3290622,DONE,topic_match,Yes,4.99,
1805,2608,floris_v@annotator.com,All,3290621_3290622,DONE,confidence_1,++,1.509,
1806,2608,floris_v@annotator.com,All,3290621_3290622,DONE,event_match,No,0.834,
1807,2608,floris_v@annotator.com,All,3290621_3290622,DONE,confidence_2,++,0.914,
1808,2608,floris_v@annotator.com,All,3290621_3290566,DONE,topic_match,Yes,1.855,
1809,2608,floris_v@annotator.com,All,3290621_3290566,DONE,confidence_1,++,1.282,
1810,2608,floris_v@annotator.com,All,3290621_3290566,DONE,event_match,No,2.559,
1811,2608,floris_v@annotator.com,All,3290621_3290566,DONE,confidence_2,++,0.805,
1812,2608,floris_v@annotator.com,All,3287533_3285634,DONE,topic_match,No,1.596,
1813,2608,floris_v@annotator.com,All,3287533_3285634,DONE,confidence_1,++,0.898,
1814,2608,floris_v@annotator.com,All,3287533_3285634,DONE,event_match,No,0.747,
1815,2608,floris_v@annotator.com,All,3287533_3285634,DONE,confidence_2,++,0.867,
1816,2608,floris_v@annotator.com,All,3285325_6290555,DONE,topic_match,Yes,2.014,
1817,2608,floris_v@annotator.com,All,3285325_6290555,DONE,confidence_1,++,0.933,
1818,2608,floris_v@annotator.com,All,3285325_6290555,DONE,event_match,No,0.722,
1819,2608,floris_v@annotator.com,All,3285325_6290555,DONE,confidence_2,++,0.709,
1820,2608,floris_v@annotator.com,All,3287538_3286364,DONE,topic_match,No,7.626,
1821,2608,floris_v@annotator.com,All,3287538_3286364,DONE,confidence_1,++,0.862,
1822,2608,floris_v@annotator.com,All,3287538_3286364,DONE,event_match,No,0.793,
1823,2608,floris_v@annotator.com,All,3287538_3286364,DONE,confidence_2,++,0.705,
1824,2608,floris_v@annotator.com,All,3285233_3285240,DONE,topic_match,Yes,4.961,
1825,2608,floris_v@annotator.com,All,3285233_3285240,DONE,confidence_1,++,0.925,
1826,2608,floris_v@annotator.com,All,3285233_3285240,DONE,event_match,No,0.966,
1827,2608,floris_v@annotator.com,All,3285233_3285240,DONE,confidence_2,++,0.682,
1828,2608,floris_v@annotator.com,All,3287467_3290643,DONE,topic_match,Yes,1.689,
1829,2608,floris_v@annotator.com,All,3287467_3290643,DONE,confidence_1,++,1.299,
1830,2608,floris_v@annotator.com,All,3287467_3290643,DONE,event_match,No,0.995,
1831,2608,floris_v@annotator.com,All,3287467_3290643,DONE,confidence_2,++,0.769,
1832,2608,floris_v@annotator.com,All,3287477_3286373,DONE,topic_match,Yes,2.232,
1833,2608,floris_v@annotator.com,All,3287477_3286373,DONE,confidence_1,++,1.165,
1834,2608,floris_v@annotator.com,All,3287477_3286373,DONE,event_match,No,0.781,
1835,2608,floris_v@annotator.com,All,3287477_3286373,DONE,confidence_2,++,0.718,
1836,2608,floris_v@annotator.com,All,3285615_3285370,DONE,topic_match,No,2.37,
1837,2608,floris_v@annotator.com,All,3285615_3285370,DONE,confidence_1,++,1.226,
1838,2608,floris_v@annotator.com,All,3285615_3285370,DONE,event_match,No,0.799,
1839,2608,floris_v@annotator.com,All,3285615_3285370,DONE,confidence_2,++,1.299,
1840,2608,floris_v@annotator.com,All,3286174_3286175,DONE,topic_match,Yes,49.625,
1841,2608,floris_v@annotator.com,All,3286174_3286175,DONE,confidence_1,++,1.492,
1842,2608,floris_v@annotator.com,All,3286174_3286175,DONE,event_match,No,1.205,
1843,2608,floris_v@annotator.com,All,3286174_3286175,DONE,confidence_2,++,0.76,
1844,2608,floris_v@annotator.com,All,3285657_6290555,DONE,topic_match,No,1.528,
1845,2608,floris_v@annotator.com,All,3285657_6290555,DONE,confidence_1,++,1.169,
1846,2608,floris_v@annotator.com,All,3285657_6290555,DONE,event_match,No,1.203,
1847,2608,floris_v@annotator.com,All,3285657_6290555,DONE,confidence_2,++,0.778,
1848,2608,floris_v@annotator.com,All,3290679_3288497,DONE,topic_match,Yes,4.143,
1849,2608,floris_v@annotator.com,All,3290679_3288497,DONE,confidence_1,++,1.492,
1850,2608,floris_v@annotator.com,All,3290679_3288497,DONE,event_match,No,3.925,
1851,2608,floris_v@annotator.com,All,3290679_3288497,DONE,confidence_2,++,1.066,
1852,2608,floris_v@annotator.com,All,3287578_3285633,DONE,topic_match,Yes,3.145,
1853,2608,floris_v@annotator.com,All,3287578_3285633,DONE,confidence_1,++,1.081,
1854,2608,floris_v@annotator.com,All,3287578_3285633,DONE,event_match,No,0.82,
1855,2608,floris_v@annotator.com,All,3287578_3285633,DONE,confidence_2,++,0.828,
1856,2608,floris_v@annotator.com,All,3287533_3287550,DONE,topic_match,No,0.872,
1857,2608,floris_v@annotator.com,All,3287533_3287550,DONE,confidence_1,++,1.006,
1858,2608,floris_v@annotator.com,All,3287533_3287550,DONE,event_match,No,0.801,
1859,2608,floris_v@annotator.com,All,3287533_3287550,DONE,confidence_2,++,0.73,
1860,2608,floris_v@annotator.com,All,3286375_6290506,DONE,topic_match,Yes,3.018,
1861,2608,floris_v@annotator.com,All,3286375_6290506,DONE,confidence_1,++,1.108,
1862,2608,floris_v@annotator.com,All,3286375_6290506,DONE,event_match,No,0.905,
1863,2608,floris_v@annotator.com,All,3286375_6290506,DONE,confidence_2,++,0.81,
1864,2608,floris_v@annotator.com,All,3287537_3285217,DONE,topic_match,No,1.599,
1865,2608,floris_v@annotator.com,All,3287537_3285217,DONE,confidence_1,++,1.166,
1866,2608,floris_v@annotator.com,All,3287537_3285217,DONE,event_match,No,0.944,
1867,2608,floris_v@annotator.com,All,3287537_3285217,DONE,confidence_2,++,1.704,
1868,2608,floris_v@annotator.com,All,3287527_3286375,DONE,topic_match,Yes,4.879,
1869,2608,floris_v@annotator.com,All,3287527_3286375,DONE,confidence_1,++,1.176,
1870,2608,floris_v@annotator.com,All,3287527_3286375,DONE,event_match,No,0.854,
1871,2608,floris_v@annotator.com,All,3287527_3286375,DONE,confidence_2,++,0.81,
1872,2608,floris_v@annotator.com,All,3286379_3285657,DONE,topic_match,No,3.293,
1873,2608,floris_v@annotator.com,All,3286379_3285657,DONE,confidence_1,++,1.411,
1874,2608,floris_v@annotator.com,All,3286379_3285657,DONE,event_match,No,0.877,
1875,2608,floris_v@annotator.com,All,3286379_3285657,DONE,confidence_2,++,0.77,
1876,2608,floris_v@annotator.com,All,3290596_3285229,DONE,topic_match,Yes,1.578,
1877,2608,floris_v@annotator.com,All,3290596_3285229,DONE,confidence_1,++,0.998,
1878,2608,floris_v@annotator.com,All,3290596_3285229,DONE,event_match,No,0.718,
1879,2608,floris_v@annotator.com,All,3290596_3285229,DONE,confidence_2,++,0.947,
1880,2608,floris_v@annotator.com,All,3287472_3285633,DONE,topic_match,Yes,1.391,
1881,2608,floris_v@annotator.com,All,3287472_3285633,DONE,confidence_1,++,0.882,
1882,2608,floris_v@annotator.com,All,3287472_3285633,DONE,event_match,No,0.891,
1883,2608,floris_v@annotator.com,All,3287472_3285633,DONE,confidence_2,++,0.758,
1884,2608,floris_v@annotator.com,All,3287479_3287447,DONE,topic_match,Yes,2.452,
1885,2608,floris_v@annotator.com,All,3287479_3287447,DONE,confidence_1,++,1.616,
1886,2608,floris_v@annotator.com,All,3287479_3287447,DONE,event_match,No,0.8,
1887,2608,floris_v@annotator.com,All,3287479_3287447,DONE,confidence_2,++,0.698,
1888,2608,floris_v@annotator.com,All,3287537_3285375,DONE,topic_match,No,1.143,
1889,2608,floris_v@annotator.com,All,3287537_3285375,DONE,confidence_1,++,1.06,
1890,2608,floris_v@annotator.com,All,3287537_3285375,DONE,event_match,No,0.912,
1891,2608,floris_v@annotator.com,All,3287537_3285375,DONE,confidence_2,++,0.854,
1892,2608,floris_v@annotator.com,All,3285615_6290507,DONE,topic_match,Yes,1.376,
1893,2608,floris_v@annotator.com,All,3285615_6290507,DONE,confidence_1,++,0.949,
1894,2608,floris_v@annotator.com,All,3285615_6290507,DONE,event_match,No,0.755,
1895,2608,floris_v@annotator.com,All,3285615_6290507,DONE,confidence_2,++,0.726,
1896,2608,floris_v@annotator.com,All,3286379_3285635,DONE,topic_match,No,1.112,
1897,2608,floris_v@annotator.com,All,3286379_3285635,DONE,confidence_1,++,1.244,
1898,2608,floris_v@annotator.com,All,3286379_3285635,DONE,event_match,No,0.78,
1899,2608,floris_v@annotator.com,All,3286379_3285635,DONE,confidence_2,++,1.084,
1900,2608,floris_v@annotator.com,All,3287472_3287414,DONE,topic_match,Yes,1.567,
1901,2608,floris_v@annotator.com,All,3287472_3287414,DONE,confidence_1,++,1.025,
1902,2608,floris_v@annotator.com,All,3287472_3287414,DONE,event_match,No,1.221,
1903,2608,floris_v@annotator.com,All,3287472_3287414,DONE,confidence_2,++,0.944,
1904,2608,floris_v@annotator.com,All,3286195_6290568,DONE,topic_match,No,1.323,
1905,2608,floris_v@annotator.com,All,3286195_6290568,DONE,confidence_1,++,1.148,
1906,2608,floris_v@annotator.com,All,3286195_6290568,DONE,event_match,No,0.79,
1907,2608,floris_v@annotator.com,All,3286195_6290568,DONE,confidence_2,++,0.691,
1908,2608,floris_v@annotator.com,All,3287535_3285615,DONE,topic_match,Yes,1.185,
1909,2608,floris_v@annotator.com,All,3287535_3285615,DONE,confidence_1,++,2.016,
1910,2608,floris_v@annotator.com,All,3287535_3285615,DONE,event_match,No,0.741,
1911,2608,floris_v@annotator.com,All,3287535_3285615,DONE,confidence_2,++,0.9,
1912,2608,floris_v@annotator.com,All,3286194_6290567,DONE,topic_match,No,1.807,
1913,2608,floris_v@annotator.com,All,3286194_6290567,DONE,confidence_1,++,0.905,
1914,2608,floris_v@annotator.com,All,3286194_6290567,DONE,event_match,No,0.73,
1915,2608,floris_v@annotator.com,All,3286194_6290567,DONE,confidence_2,++,0.702,
1916,2608,floris_v@annotator.com,All,3286195_3285625,DONE,topic_match,No,1.624,
1917,2608,floris_v@annotator.com,All,3286195_3285625,DONE,confidence_1,++,0.911,
1918,2608,floris_v@annotator.com,All,3286195_3285625,DONE,event_match,No,0.707,
